銘柄コード,銘柄名,市場区分,セクター,有効
7803,ブシロード,グロース,その他製品,1
7804,ビーアンドピー,スタンダード,その他製品,1
7805,プリントネット,スタンダード,その他製品,1
7806,ＭＴＧ,グロース,その他製品,1
7807,幸和製作所,スタンダード,その他製品,1
7808,シー・エス・ランバー,スタンダード,その他製品,1
7809,壽屋,スタンダード,その他製品,1
7810,クロスフォー,スタンダード,その他製品,1
7811,中本パックス,スタンダード,その他製品,1
7812,クレステック,スタンダード,その他製品,1
7813,プラッツ,スタンダード,その他製品,1
7814,日本創発グループ,スタンダード,その他製品,1
7815,東京ボード工業,スタンダード,その他製品,1
7817,パラマウントベッドホールディングス,プライム,その他製品,1
7818,トランザクション,プライム,その他製品,1
7819,粧美堂,スタンダード,その他製品,1
7820,ニホンフラッシュ,プライム,その他製品,1
7821,前田工繊,プライム,その他製品,1
7822,永大産業,スタンダード,その他製品,1
7823,アートネイチャー,スタンダード,その他製品,1
7826,フルヤ金属,プライム,その他製品,1
7827,オービス,スタンダード,その他製品,1
7831,ウイルコホールディングス,スタンダード,その他製品,1
7832,バンダイナムコホールディングス,プライム,その他製品,1
7833,アイフィスジャパン,スタンダード,その他製品,1
7836,アビックス,スタンダード,その他製品,1
7837,アールシーコア,スタンダード,その他製品,1
7839,ＳＨＯＥＩ,プライム,その他製品,1
7840,フランスベッドホールディングス,プライム,その他製品,1
7841,遠藤製作所,スタンダード,その他製品,1
7844,マーベラス,プライム,情報・通信業,1
7846,パイロットコーポレーション,プライム,その他製品,1
7847,グラファイトデザイン,スタンダード,その他製品,1
7849,スターツ出版,スタンダード,情報・通信業,1
7850,総合商研,スタンダード,その他製品,1
7851,カワセコンピュータサプライ,スタンダード,その他製品,1
7856,萩原工業,プライム,その他製品,1
7857,セキ,スタンダード,その他製品,1
7859,アルメディオ,スタンダード,その他製品,1
7860,エイベックス,プライム,情報・通信業,1
7863,平賀,スタンダード,その他製品,1
7864,フジシールインターナショナル,プライム,その他製品,1
7865,ピープル,スタンダード,その他製品,1
7867,タカラトミー,プライム,その他製品,1
7868,広済堂ホールディングス,プライム,その他製品,1
7871,フクビ化学工業,スタンダード,化学,1
7872,エステールホールディングス,スタンダード,その他製品,1
7874,レック,プライム,化学,1
7875,竹田ｉＰホールディングス,スタンダード,その他製品,1
7877,永大化工,スタンダード,化学,1
7878,光・彩,スタンダード,その他製品,1
7879,ノダ,スタンダード,その他製品,1
7883,サンメッセ,スタンダード,その他製品,1
7885,タカノ,スタンダード,その他製品,1
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,スタンダード,化学,1
7887,南海プライウッド,スタンダード,その他製品,1
7888,三光合成,プライム,化学,1
7893,プロネクサス,プライム,その他製品,1
7896,セブン工業,スタンダード,その他製品,1
7897,ホクシン,スタンダード,その他製品,1
7898,ウッドワン,スタンダード,その他製品,1
7901,マツモト,スタンダード,その他製品,1
7902,ソノコム,スタンダード,その他製品,1
7906,ヨネックス,スタンダード,その他製品,1
7908,きもと,スタンダード,化学,1
7911,ＴＯＰＰＡＮホールディングス,プライム,その他製品,1
7912,大日本印刷,プライム,その他製品,1
7914,共同印刷,プライム,その他製品,1
7915,ＮＩＳＳＨＡ,プライム,その他製品,1
7916,光村印刷,スタンダード,その他製品,1
7917,ＺＡＣＲＯＳ,プライム,化学,1
7918,ヴィア・ホールディングス,スタンダード,小売業,1
7919,野崎印刷紙業,スタンダード,その他製品,1
7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム,その他製品,1
7922,三光産業,スタンダード,その他製品,1
7923,トーイン,スタンダード,その他製品,1
7925,前澤化成工業,プライム,化学,1
7927,ムトー精工,スタンダード,化学,1
7928,旭化学工業,スタンダード,化学,1
7931,未来工業,プライム,化学,1
7932,ニッピ,スタンダード,その他製品,1
7936,アシックス,プライム,その他製品,1
7937,ツツミ,スタンダード,その他製品,1
7938,リーガルコーポレーション,スタンダード,その他製品,1
7939,研創,スタンダード,その他製品,1
7940,ウェーブロックホールディングス,スタンダード,化学,1
7942,ＪＳＰ,プライム,化学,1
7943,ニチハ,プライム,ガラス・土石製品,1
7944,ローランド,プライム,その他製品,1
7946,光陽社,スタンダード,その他製品,1
7947,エフピコ,プライム,化学,1
7949,小松ウオール工業,プライム,その他製品,1
7951,ヤマハ,プライム,その他製品,1
7952,河合楽器製作所,プライム,その他製品,1
7953,菊水化学工業,スタンダード,その他製品,1
7955,クリナップ,プライム,その他製品,1
7956,ピジョン,プライム,その他製品,1
7957,フジコピアン,スタンダード,その他製品,1
7962,キングジム,プライム,その他製品,1
7963,興研,スタンダード,その他製品,1
7965,象印マホービン,プライム,電気機器,1
7966,リンテック,プライム,その他製品,1
7970,信越ポリマー,プライム,化学,1
7971,東リ,スタンダード,化学,1
7972,イトーキ,プライム,その他製品,1
7974,任天堂,プライム,その他製品,1
7975,リヒトラブ,スタンダード,その他製品,1
7976,三菱鉛筆,プライム,その他製品,1
7979,松風,プライム,精密機器,1
7980,重松製作所,スタンダード,その他製品,1
7981,タカラスタンダード,プライム,その他製品,1
7983,ミロク,スタンダード,その他製品,1
7984,コクヨ,プライム,その他製品,1
7985,ネポン,スタンダード,金属製品,1
7986,日本アイ・エス・ケイ,スタンダード,その他製品,1
7987,ナカバヤシ,スタンダード,その他製品,1
7988,ニフコ,プライム,化学,1
7989,立川ブラインド工業,プライム,金属製品,1
7990,グローブライド,プライム,その他製品,1
7991,マミヤ・オーピー,スタンダード,機械,1
7992,セーラー万年筆,スタンダード,その他製品,1
7994,オカムラ,プライム,その他製品,1
7995,バルカー,プライム,化学,1
7997,くろがね工作所,スタンダード,その他製品,1
7999,ＭＵＴＯＨホールディングス,スタンダード,電気機器,1
8001,伊藤忠商事,プライム,卸売業,1
8002,丸紅,プライム,卸売業,1
8005,スクロール,プライム,小売業,1
8006,ユアサ・フナショク,スタンダード,卸売業,1
8007,高島,プライム,卸売業,1
8008,ヨンドシーホールディングス,プライム,小売業,1
8011,三陽商会,プライム,繊維製品,1
8012,長瀬産業,プライム,卸売業,1
8013,ナイガイ,スタンダード,繊維製品,1
8014,蝶理,プライム,卸売業,1
8015,豊田通商,プライム,卸売業,1
8016,オンワードホールディングス,プライム,繊維製品,1
8018,三共生興,スタンダード,卸売業,1
8020,兼松,プライム,卸売業,1
8022,美津濃,プライム,その他製品,1
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,スタンダード,情報・通信業,1
8025,ツカモトコーポレーション,スタンダード,卸売業,1
8029,ルックホールディングス,スタンダード,繊維製品,1
8030,中央魚類,スタンダード,卸売業,1
8031,三井物産,プライム,卸売業,1
8032,日本紙パルプ商事,プライム,卸売業,1
8035,東京エレクトロン,プライム,電気機器,1
8037,カメイ,プライム,卸売業,1
8039,築地魚市場,スタンダード,卸売業,1
8040,東京ソワール,スタンダード,繊維製品,1
8041,ＯＵＧホールディングス,スタンダード,卸売業,1
8043,スターゼン,プライム,卸売業,1
8045,横浜丸魚,スタンダード,卸売業,1
8046,丸藤シートパイル,スタンダード,卸売業,1
8050,セイコーグループ,プライム,精密機器,1
8051,山善,プライム,卸売業,1
8052,椿本興業,プライム,卸売業,1
8053,住友商事,プライム,卸売業,1
8056,ＢＩＰＲＯＧＹ,プライム,情報・通信業,1
8057,内田洋行,プライム,卸売業,1
8058,三菱商事,プライム,卸売業,1
8059,第一実業,プライム,卸売業,1
8060,キヤノンマーケティングジャパン,プライム,卸売業,1
8061,西華産業,プライム,卸売業,1
8065,佐藤商事,プライム,卸売業,1
8066,三谷商事,スタンダード,卸売業,1
8070,東京産業,プライム,卸売業,1
8074,ユアサ商事,プライム,卸売業,1
8075,神鋼商事,プライム,卸売業,1
8076,カノークス,スタンダード,卸売業,1
8077,トルク,スタンダード,卸売業,1
8078,阪和興業,プライム,卸売業,1
8079,正栄食品工業,プライム,卸売業,1
8081,カナデン,プライム,卸売業,1
8084,ＲＹＯＤＥＮ,プライム,卸売業,1
8085,ナラサキ産業,スタンダード,卸売業,1
8086,ニプロ,プライム,精密機器,1
8088,岩谷産業,プライム,卸売業,1
8089,ナイス,スタンダード,卸売業,1
8091,ニチモウ,プライム,卸売業,1
8093,極東貿易,プライム,卸売業,1
8095,アステナホールディングス,プライム,卸売業,1
8097,三愛オブリ,プライム,卸売業,1
8098,稲畑産業,プライム,卸売業,1
8101,ＧＳＩクレオス,プライム,卸売業,1
8103,明和産業,プライム,卸売業,1
8104,クワザワホールディングス,スタンダード,卸売業,1
8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,スタンダード,卸売業,1
8107,キムラタン,スタンダード,繊維製品,1
8111,ゴールドウイン,プライム,繊維製品,1
8113,ユニ・チャーム,プライム,化学,1
8115,ムーンバット,スタンダード,卸売業,1
8117,中央自動車工業,スタンダード,卸売業,1
8118,キング,スタンダード,繊維製品,1
8119,三栄コーポレーション,スタンダード,卸売業,1
8123,川辺,スタンダード,卸売業,1
8125,ワキタ,プライム,卸売業,1
8127,ヤマトインターナショナル,スタンダード,繊維製品,1
8129,東邦ホールディングス,プライム,卸売業,1
8130,サンゲツ,プライム,卸売業,1
8131,ミツウロコグループホールディングス,スタンダード,卸売業,1
8132,シナネンホールディングス,プライム,卸売業,1
8133,伊藤忠エネクス,プライム,卸売業,1
8135,ゼット,スタンダード,卸売業,1
8136,サンリオ,プライム,卸売業,1
8137,サンワテクノス,プライム,卸売業,1
8138,三京化成,スタンダード,卸売業,1
8139,ナガホリ,スタンダード,卸売業,1
8141,新光商事,プライム,卸売業,1
8142,トーホー,プライム,卸売業,1
8143,ラピーヌ,スタンダード,繊維製品,1
8144,デンキョーグループホールディングス,スタンダード,卸売業,1
8147,トミタ,スタンダード,卸売業,1
8150,三信電気,プライム,卸売業,1
8151,東陽テクニカ,プライム,卸売業,1
8152,ソマール,スタンダード,卸売業,1
8153,モスフードサービス,プライム,卸売業,1
8154,加賀電子,プライム,卸売業,1
8157,都築電気,プライム,情報・通信業,1
8158,ソーダニッカ,プライム,卸売業,1
8159,立花エレテック,プライム,卸売業,1
8160,木曽路,プライム,小売業,1
8163,ＳＲＳホールディングス,プライム,小売業,1
8165,千趣会,スタンダード,小売業,1
8166,タカキュー,スタンダード,小売業,1
8167,リテールパートナーズ,プライム,小売業,1
8173,上新電機,プライム,小売業,1
8174,日本瓦斯,プライム,小売業,1
8179,ロイヤルホールディングス,プライム,小売業,1
8181,東天紅,スタンダード,小売業,1
8185,チヨダ,プライム,小売業,1
8194,ライフコーポレーション,プライム,小売業,1
8198,マックスバリュ東海,スタンダード,小売業,1
8200,リンガーハット,プライム,小売業,1
8202,ラオックスホールディングス,スタンダード,小売業,1
8203,ＭｒＭａｘＨＤ,プライム,小売業,1
8207,テンアライド,スタンダード,小売業,1
8209,フレンドリー,スタンダード,小売業,1
8214,ＡＯＫＩホールディングス,プライム,小売業,1
8217,オークワ,プライム,小売業,1
8218,コメリ,プライム,小売業,1
8219,青山商事,プライム,小売業,1
8225,タカチホ,スタンダード,卸売業,1
8226,理経,スタンダード,卸売業,1
8227,しまむら,プライム,小売業,1
8230,はせがわ,スタンダード,小売業,1
8233,高島屋,プライム,小売業,1
8237,松屋,プライム,小売業,1
8242,エイチ・ツー・オー　リテイリング,プライム,小売業,1
8244,近鉄百貨店,スタンダード,小売業,1
8247,大和,スタンダード,小売業,1
8252,丸井グループ,プライム,小売業,1
8253,クレディセゾン,プライム,その他金融業,1
8254,さいか屋,スタンダード,小売業,1
8255,アクシアル　リテイリング,プライム,小売業,1
8260,井筒屋,スタンダード,小売業,1
8267,イオン,プライム,小売業,1
8273,イズミ,プライム,小売業,1
8275,フォーバル,スタンダード,卸売業,1
8276,平和堂,プライム,小売業,1
8278,フジ,プライム,小売業,1
8281,ゼビオホールディングス,プライム,小売業,1
8282,ケーズホールディングス,プライム,小売業,1
8283,ＰＡＬＴＡＣ,プライム,卸売業,1
8285,三谷産業,スタンダード,卸売業,1
8289,Ｏｌｙｍｐｉｃグループ,スタンダード,小売業,1
8291,日産東京販売ホールディングス,スタンダード,小売業,1
8304,あおぞら銀行,プライム,銀行業,1
8306,三菱ＵＦＪフィナンシャル・グループ,プライム,銀行業,1
8308,りそなホールディングス,プライム,銀行業,1
8309,三井住友トラストグループ,プライム,銀行業,1
8316,三井住友フィナンシャルグループ,プライム,銀行業,1
8331,千葉銀行,プライム,銀行業,1
8334,群馬銀行,プライム,銀行業,1
8336,武蔵野銀行,プライム,銀行業,1
8337,千葉興業銀行,プライム,銀行業,1
8338,筑波銀行,プライム,銀行業,1
8341,七十七銀行,プライム,銀行業,1
8343,秋田銀行,プライム,銀行業,1
8344,山形銀行,プライム,銀行業,1
8345,岩手銀行,プライム,銀行業,1
8346,東邦銀行,プライム,銀行業,1
8349,東北銀行,スタンダード,銀行業,1
8354,ふくおかフィナンシャルグループ,プライム,銀行業,1
8358,スルガ銀行,プライム,銀行業,1
8359,八十二銀行,プライム,銀行業,1
8360,山梨中央銀行,プライム,銀行業,1
8361,大垣共立銀行,プライム,銀行業,1
8362,福井銀行,プライム,銀行業,1
8364,清水銀行,プライム,銀行業,1
8365,富山銀行,スタンダード,銀行業,1
8366,滋賀銀行,プライム,銀行業,1
8367,南都銀行,プライム,銀行業,1
8368,百五銀行,プライム,銀行業,1
8370,紀陽銀行,プライム,銀行業,1
8377,ほくほくフィナンシャルグループ,プライム,銀行業,1
8381,山陰合同銀行,プライム,銀行業,1
8383,鳥取銀行,スタンダード,銀行業,1
8386,百十四銀行,プライム,銀行業,1
8387,四国銀行,プライム,銀行業,1
8388,阿波銀行,プライム,銀行業,1
8392,大分銀行,プライム,銀行業,1
8393,宮崎銀行,プライム,銀行業,1
8395,佐賀銀行,プライム,銀行業,1
8399,琉球銀行,プライム,銀行業,1
8410,セブン銀行,プライム,銀行業,1
8411,みずほフィナンシャルグループ,プライム,銀行業,1
8416,高知銀行,スタンダード,銀行業,1
8418,山口フィナンシャルグループ,プライム,銀行業,1
8424,芙蓉総合リース,プライム,その他金融業,1
8425,みずほリース,プライム,その他金融業,1
8439,東京センチュリー,プライム,その他金融業,1
8473,ＳＢＩホールディングス,プライム,証券、商品先物取引業,1
8508,Ｊトラスト,スタンダード,その他金融業,1
8511,日本証券金融,プライム,その他金融業,1
8515,アイフル,プライム,その他金融業,1
8518,日本アジア投資,スタンダード,証券、商品先物取引業,1
8522,名古屋銀行,プライム,銀行業,1
8524,北洋銀行,プライム,銀行業,1
8537,大光銀行,スタンダード,銀行業,1
8541,愛媛銀行,プライム,銀行業,1
8542,トマト銀行,スタンダード,銀行業,1
8544,京葉銀行,プライム,銀行業,1
8550,栃木銀行,プライム,銀行業,1
8551,北日本銀行,プライム,銀行業,1
8558,東和銀行,プライム,銀行業,1
8562,福島銀行,スタンダード,銀行業,1
8563,大東銀行,スタンダード,銀行業,1
8566,リコーリース,プライム,その他金融業,1
8570,イオンフィナンシャルサービス,プライム,その他金融業,1
8572,アコム,スタンダード,その他金融業,1
8584,ジャックス,プライム,その他金融業,1
8585,オリエントコーポレーション,プライム,その他金融業,1
8591,オリックス,プライム,その他金融業,1
8593,三菱ＨＣキャピタル,プライム,その他金融業,1
8595,ジャフコ　グループ,プライム,証券、商品先物取引業,1
8596,九州リースサービス,スタンダード,その他金融業,1
8600,トモニホールディングス,プライム,銀行業,1
8601,大和証券グループ本社,プライム,証券、商品先物取引業,1
8604,野村ホールディングス,プライム,証券、商品先物取引業,1
8609,岡三証券グループ,プライム,証券、商品先物取引業,1
8613,丸三証券,プライム,証券、商品先物取引業,1
8614,東洋証券,プライム,証券、商品先物取引業,1
8616,東海東京フィナンシャル・ホールディングス,プライム,証券、商品先物取引業,1
8617,光世証券,スタンダード,証券、商品先物取引業,1
8622,水戸証券,プライム,証券、商品先物取引業,1
8624,いちよし証券,プライム,証券、商品先物取引業,1
8628,松井証券,プライム,証券、商品先物取引業,1
8630,ＳＯＭＰＯホールディングス,プライム,保険業,1
8697,日本取引所グループ,プライム,その他金融業,1
8698,マネックスグループ,プライム,証券、商品先物取引業,1
8699,ＨＳホールディングス,スタンダード,証券、商品先物取引業,1
8700,丸八証券,スタンダード,証券、商品先物取引業,1
8704,トレイダーズホールディングス,スタンダード,証券、商品先物取引業,1
8705,日産証券グループ,スタンダード,証券、商品先物取引業,1
8706,極東証券,プライム,証券、商品先物取引業,1
8707,岩井コスモホールディングス,プライム,証券、商品先物取引業,1
8708,アイザワ証券グループ,プライム,証券、商品先物取引業,1
8713,フィデアホールディングス,プライム,銀行業,1
8714,池田泉州ホールディングス,プライム,銀行業,1
8715,アニコム　ホールディングス,プライム,保険業,1
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム,保険業,1
8729,ソニーフィナンシャルグループ,プライム,保険業,1
8737,あかつき本社,スタンダード,証券、商品先物取引業,1
8739,スパークス・グループ,プライム,証券、商品先物取引業,1
8742,小林洋行,スタンダード,証券、商品先物取引業,1
8746,ｕｎｂａｎｋｅｄ,スタンダード,証券、商品先物取引業,1
8747,豊トラスティ証券,スタンダード,証券、商品先物取引業,1
8750,第一生命ホールディングス,プライム,保険業,1
8766,東京海上ホールディングス,プライム,保険業,1
8769,アドバンテッジリスクマネジメント,スタンダード,サービス業,1
8771,イー・ギャランティ,プライム,その他金融業,1
8772,アサックス,スタンダード,その他金融業,1
8783,ａｂｃ,スタンダード,その他金融業,1
8789,フィンテック　グローバル,スタンダード,その他金融業,1
8793,ＮＥＣキャピタルソリューション,プライム,その他金融業,1
8795,Ｔ＆Ｄホールディングス,プライム,保険業,1
8798,アドバンスクリエイト,プライム,保険業,1
8801,三井不動産,プライム,不動産業,1
8802,三菱地所,プライム,不動産業,1
8803,平和不動産,プライム,不動産業,1
8804,東京建物,プライム,不動産業,1
8818,京阪神ビルディング,プライム,不動産業,1
8830,住友不動産,プライム,不動産業,1
8835,太平洋興発,スタンダード,卸売業,1
8836,ＲＩＳＥ,スタンダード,不動産業,1
8841,テーオーシー,スタンダード,不動産業,1
8844,コスモスイニシア,スタンダード,不動産業,1
8848,レオパレス２１,プライム,不動産業,1
8850,スターツコーポレーション,プライム,不動産業,1
8860,フジ住宅,プライム,不動産業,1
8864,空港施設,プライム,不動産業,1
8869,明和地所,スタンダード,不動産業,1
8871,ゴールドクレスト,スタンダード,不動産業,1
8876,リログループ,プライム,サービス業,1
8877,エスリード,プライム,不動産業,1
8881,日神グループホールディングス,プライム,不動産業,1
8887,シーラホールディングス,スタンダード,不動産業,1
8891,ＡＭＧホールディングス,スタンダード,不動産業,1
8892,エスコン,プライム,不動産業,1
8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード,不動産業,1
8897,ＭＩＲＡＲＴＨホールディングス,プライム,不動産業,1
8898,センチュリー２１・ジャパン,スタンダード,不動産業,1
8904,ＡＶＡＮＴＩＡ,スタンダード,不動産業,1
8908,毎日コムネット,スタンダード,不動産業,1
8912,エリアクエスト,スタンダード,不動産業,1
8914,エリアリンク,スタンダード,不動産業,1
8917,ファースト住建,スタンダード,不動産業,1
8918,ランド,スタンダード,不動産業,1
8919,カチタス,プライム,不動産業,1
8920,東祥,スタンダード,サービス業,1
8923,トーセイ,プライム,不動産業,1
8927,明豊エンタープライズ,スタンダード,不動産業,1
8928,穴吹興産,スタンダード,不動産業,1
8929,青山財産ネットワークス,スタンダード,不動産業,1
8931,和田興産,スタンダード,不動産業,1
8934,サンフロンティア不動産,プライム,不動産業,1
8935,ＦＪネクストホールディングス,プライム,不動産業,1
8938,グローム・ホールディングス,グロース,不動産業,1
8944,ランドビジネス,スタンダード,不動産業,1
8945,サンネクスタグループ,スタンダード,不動産業,1
8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード,不動産業,1
8995,誠建設工業,スタンダード,不動産業,1
8996,ハウスフリーダム,スタンダード,不動産業,1
8999,グランディハウス,プライム,不動産業,1
9001,東武鉄道,プライム,陸運業,1
9003,相鉄ホールディングス,プライム,陸運業,1
9005,東急,プライム,陸運業,1
9006,京浜急行電鉄,プライム,陸運業,1
9007,小田急電鉄,プライム,陸運業,1
9008,京王電鉄,プライム,陸運業,1
9009,京成電鉄,プライム,陸運業,1
9010,富士急行,プライム,陸運業,1
9012,秩父鉄道,スタンダード,陸運業,1
9017,新潟交通,スタンダード,陸運業,1
9020,東日本旅客鉄道,プライム,陸運業,1
9021,西日本旅客鉄道,プライム,陸運業,1
9022,東海旅客鉄道,プライム,陸運業,1
9023,東京地下鉄,プライム,陸運業,1
9024,西武ホールディングス,プライム,陸運業,1
9025,鴻池運輸,プライム,陸運業,1
9028,ゼロ,スタンダード,陸運業,1
9029,ヒガシホールディングス,スタンダード,陸運業,1
9031,西日本鉄道,プライム,陸運業,1
9033,広島電鉄,スタンダード,陸運業,1
9034,南総通運,スタンダード,陸運業,1
9036,東部ネットワーク,スタンダード,陸運業,1
9037,ハマキョウレックス,プライム,陸運業,1
9039,サカイ引越センター,プライム,陸運業,1
9041,近鉄グループホールディングス,プライム,陸運業,1
9042,阪急阪神ホールディングス,プライム,陸運業,1
9044,南海電気鉄道,プライム,陸運業,1
9045,京阪ホールディングス,プライム,陸運業,1
9046,神戸電鉄,プライム,陸運業,1
9048,名古屋鉄道,プライム,陸運業,1
9049,京福電気鉄道,スタンダード,陸運業,1
9051,センコン物流,スタンダード,陸運業,1
9052,山陽電気鉄道,プライム,陸運業,1
9057,遠州トラック,スタンダード,陸運業,1
9059,カンダホールディングス,スタンダード,陸運業,1
9060,日本ロジテム,スタンダード,陸運業,1
9063,岡山県貨物運送,スタンダード,陸運業,1
9064,ヤマトホールディングス,プライム,陸運業,1
9065,山九,プライム,陸運業,1
9067,丸運,スタンダード,陸運業,1
9068,丸全昭和運輸,プライム,陸運業,1
9069,センコーグループホールディングス,プライム,陸運業,1
9072,ニッコンホールディングス,プライム,陸運業,1
9073,京極運輸商事,スタンダード,陸運業,1
9074,日本石油輸送,スタンダード,陸運業,1
9075,福山通運,プライム,陸運業,1
9076,セイノーホールディングス,プライム,陸運業,1
9081,神奈川中央交通,プライム,陸運業,1
9082,大和自動車交通,スタンダード,陸運業,1
9083,神姫バス,スタンダード,陸運業,1
9087,タカセ,スタンダード,陸運業,1
9090,ＡＺ－ＣＯＭ丸和ホールディングス,プライム,陸運業,1
9101,日本郵船,プライム,海運業,1
9104,商船三井,プライム,海運業,1
9107,川崎汽船,プライム,海運業,1
9110,ＮＳユナイテッド海運,プライム,海運業,1
9115,明海グループ,スタンダード,海運業,1
9119,飯野海運,プライム,海運業,1
9127,玉井商船,スタンダード,海運業,1
9130,共栄タンカー,スタンダード,海運業,1
9142,九州旅客鉄道,プライム,陸運業,1
9143,ＳＧホールディングス,プライム,陸運業,1
9145,ビーイングホールディングス,スタンダード,陸運業,1
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,プライム,陸運業,1
9158,シーユーシー,グロース,サービス業,1
9159,Ｗ　ＴＯＫＹＯ,グロース,サービス業,1
9160,ノバレーゼ,スタンダード,サービス業,1
9162,ブリーチ,グロース,サービス業,1
9163,ナレルグループ,グロース,サービス業,1
9165,クオルテック,グロース,サービス業,1
9166,ＧＥＮＤＡ,グロース,サービス業,1
9168,ライズ・コンサルティング・グループ,グロース,サービス業,1
9171,栗林商船,スタンダード,海運業,1
9173,東海汽船,スタンダード,海運業,1
9193,東京汽船,スタンダード,倉庫・運輸関連業,1
9201,日本航空,プライム,空運業,1
9202,ＡＮＡホールディングス,プライム,空運業,1
9204,スカイマーク,グロース,空運業,1
9206,スターフライヤー,スタンダード,空運業,1
9211,エフ・コード,グロース,サービス業,1
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,グロース,サービス業,1
9213,セイファート,スタンダード,サービス業,1
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,グロース,サービス業,1
9215,ＣａＳｙ,グロース,サービス業,1
9216,ビーウィズ,プライム,サービス業,1
9218,メンタルヘルステクノロジーズ,グロース,サービス業,1
9219,ギックス,グロース,サービス業,1
9220,エフビー介護サービス,スタンダード,サービス業,1
9221,フルハシＥＰＯ,スタンダード,サービス業,1
9223,ＡＳＮＯＶＡ,グロース,サービス業,1
9225,ブリッジコンサルティンググループ,グロース,サービス業,1
9227,マイクロ波化学,グロース,サービス業,1
9229,サンウェルズ,プライム,サービス業,1
9233,アジア航測,スタンダード,空運業,1
9235,売れるネット広告社グループ,グロース,サービス業,1
9236,ジャパンＭ＆Ａソリューション,グロース,サービス業,1
9237,笑美面,グロース,サービス業,1
9238,バリュークリエーション,グロース,サービス業,1
9240,デリバリーコンサルティング,グロース,サービス業,1
9241,フューチャーリンクネットワーク,グロース,サービス業,1
9242,メディア総研,グロース,サービス業,1
9244,デジタリフト,グロース,サービス業,1
9245,リベロ,グロース,サービス業,1
9246,プロジェクトホールディングス,グロース,サービス業,1
9247,ＴＲＥホールディングス,プライム,サービス業,1
9248,人・夢・技術グループ,スタンダード,サービス業,1
9249,日本エコシステム,スタンダード,サービス業,1
9250,ＧＲＣＳ,グロース,サービス業,1
9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース,サービス業,1
9252,ラストワンマイル,グロース,サービス業,1
9253,スローガン,グロース,サービス業,1
9254,ラバブルマーケティンググループ,グロース,サービス業,1
9256,サクシード,グロース,サービス業,1
9258,ＣＳ－Ｃ,グロース,サービス業,1
9259,タカヨシホールディングス,グロース,サービス業,1
9262,シルバーライフ,スタンダード,小売業,1
9264,ポエック,スタンダード,卸売業,1
9265,ヤマシタヘルスケアホールディングス,スタンダード,卸売業,1
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム,小売業,1
9268,オプティマスグループ,スタンダード,卸売業,1
9270,バリュエンスホールディングス,グロース,卸売業,1
9271,和心,グロース,小売業,1
9272,ブティックス,グロース,サービス業,1
9273,コーア商事ホールディングス,プライム,卸売業,1
9274,ＫＰＰグループホールディングス,プライム,卸売業,1
9278,ブックオフグループホールディングス,プライム,小売業,1
9279,ギフトホールディングス,プライム,小売業,1
9301,三菱倉庫,プライム,倉庫・運輸関連業,1
9302,三井倉庫ホールディングス,プライム,倉庫・運輸関連業,1
9303,住友倉庫,プライム,倉庫・運輸関連業,1
9304,澁澤倉庫,プライム,倉庫・運輸関連業,1
9305,ヤマタネ,プライム,卸売業,1
9306,東陽倉庫,スタンダード,倉庫・運輸関連業,1
9307,杉村倉庫,スタンダード,倉庫・運輸関連業,1
9308,乾汽船,スタンダード,海運業,1
9310,日本トランスシティ,プライム,倉庫・運輸関連業,1
9311,アサガミ,スタンダード,倉庫・運輸関連業,1
9312,ケイヒン,スタンダード,倉庫・運輸関連業,1
9313,丸八倉庫,スタンダード,倉庫・運輸関連業,1
9319,中央倉庫,プライム,倉庫・運輸関連業,1
9322,川西倉庫,スタンダード,倉庫・運輸関連業,1
9324,安田倉庫,プライム,倉庫・運輸関連業,1
9325,ファイズホールディングス,スタンダード,倉庫・運輸関連業,1
9326,関通,グロース,倉庫・運輸関連業,1
9327,イー・ロジット,スタンダード,倉庫・運輸関連業,1
9330,揚羽,グロース,サービス業,1
9331,キャスター,グロース,サービス業,1
9332,ＮＩＳＳＯホールディングス,プライム,サービス業,1
9336,大栄環境,プライム,サービス業,1
9337,トリドリ,グロース,サービス業,1
9338,ＩＮＦＯＲＩＣＨ,グロース,サービス業,1
9339,コーチ・エィ,スタンダード,サービス業,1
9340,アソインターナショナル,スタンダード,サービス業,1
9341,ＧＥＮＯＶＡ,プライム,サービス業,1
9342,スマサポ,グロース,サービス業,1
9343,アイビス,グロース,サービス業,1
9344,アクシスコンサルティング,グロース,サービス業,1
9345,ビズメイツ,グロース,サービス業,1
9346,ココルポート,グロース,サービス業,1
